sex,age,survived,pclass,sibsp,parch,fare,Cabin.Level
male,25.0,0.0,2.0,0.0,0.0,13.0,
male,27.0,0.0,2.0,0.0,0.0,26.0,
female,25.0,1.0,2.0,0.0,1.0,26.0,
female,18.0,1.0,2.0,0.0,2.0,13.0,
female,20.0,1.0,2.0,0.0,0.0,36.75,
female,30.0,1.0,2.0,0.0,0.0,13.0,
male,59.0,0.0,2.0,0.0,0.0,13.5,
female,30.0,1.0,2.0,0.0,0.0,12.35,
male,35.0,0.0,2.0,0.0,0.0,10.5,
female,40.0,1.0,2.0,0.0,0.0,13.0,
male,25.0,0.0,2.0,0.0,0.0,13.0,
male,41.0,0.0,2.0,0.0,0.0,15.0458,
male,25.0,0.0,2.0,0.0,0.0,10.5,
male,18.5,0.0,2.0,0.0,0.0,13.0,F
male,14.0,0.0,2.0,0.0,0.0,65.0,
female,50.0,1.0,2.0,0.0,0.0,10.5,
male,23.0,0.0,2.0,0.0,0.0,13.0,
female,28.0,1.0,2.0,0.0,0.0,12.65,
female,27.0,1.0,2.0,0.0,0.0,10.5,E
male,29.0,0.0,2.0,1.0,0.0,21.0,
female,27.0,0.0,2.0,1.0,0.0,21.0,
male,40.0,0.0,2.0,0.0,0.0,13.0,
female,31.0,1.0,2.0,0.0,0.0,21.0,
male,30.0,0.0,2.0,1.0,0.0,21.0,
male,23.0,0.0,2.0,1.0,0.0,10.5,
female,31.0,1.0,2.0,0.0,0.0,21.0,
female,12.0,1.0,2.0,0.0,0.0,15.75,
female,40.0,1.0,2.0,0.0,0.0,15.75,
female,32.5,1.0,2.0,0.0,0.0,13.0,E
male,27.0,0.0,2.0,1.0,0.0,26.0,
female,29.0,1.0,2.0,1.0,0.0,26.0,
male,2.0,1.0,2.0,1.0,1.0,23.0,
female,4.0,1.0,2.0,1.0,1.0,23.0,
female,29.0,1.0,2.0,0.0,2.0,23.0,
female,0.9167,1.0,2.0,1.0,2.0,27.75,
female,5.0,1.0,2.0,1.0,2.0,27.75,
male,36.0,0.0,2.0,1.0,2.0,27.75,
female,33.0,1.0,2.0,1.0,2.0,27.75,
male,66.0,0.0,2.0,0.0,0.0,10.5,
male,31.0,1.0,2.0,0.0,0.0,13.0,
female,26.0,1.0,2.0,0.0,0.0,13.5,
female,24.0,0.0,2.0,0.0,0.0,13.0,
male,42.0,0.0,3.0,0.0,0.0,7.55,
male,13.0,0.0,3.0,0.0,2.0,20.25,
male,16.0,0.0,3.0,1.0,1.0,20.25,
female,35.0,1.0,3.0,1.0,1.0,20.25,
female,16.0,1.0,3.0,0.0,0.0,7.65,
male,25.0,1.0,3.0,0.0,0.0,7.65,F
male,20.0,1.0,3.0,0.0,0.0,7.925,
female,18.0,1.0,3.0,0.0,0.0,7.2292,
male,30.0,0.0,3.0,0.0,0.0,7.25,
male,26.0,0.0,3.0,0.0,0.0,8.05,
female,40.0,0.0,3.0,1.0,0.0,9.475,
male,0.8333,1.0,3.0,0.0,1.0,9.35,
female,18.0,1.0,3.0,0.0,1.0,9.35,
male,26.0,1.0,3.0,0.0,0.0,18.7875,
male,26.0,0.0,3.0,0.0,0.0,7.8875,
male,20.0,0.0,3.0,0.0,0.0,7.925,
male,24.0,0.0,3.0,0.0,0.0,7.05,
male,25.0,0.0,3.0,0.0,0.0,7.05,
male,35.0,0.0,3.0,0.0,0.0,8.05,
male,18.0,0.0,3.0,0.0,0.0,8.3,
male,32.0,0.0,3.0,0.0,0.0,22.525,
female,19.0,1.0,3.0,1.0,0.0,7.8542,
male,4.0,0.0,3.0,4.0,2.0,31.275,
female,6.0,0.0,3.0,4.0,2.0,31.275,
female,2.0,0.0,3.0,4.0,2.0,31.275,
female,17.0,1.0,3.0,4.0,2.0,7.925,
female,38.0,0.0,3.0,4.0,2.0,7.775,
female,9.0,0.0,3.0,4.0,2.0,31.275,
female,11.0,0.0,3.0,4.0,2.0,31.275,
male,39.0,0.0,3.0,1.0,5.0,31.275,
male,27.0,1.0,3.0,0.0,0.0,7.7958,
male,26.0,0.0,3.0,0.0,0.0,7.775,
female,39.0,0.0,3.0,1.0,5.0,31.275,
male,20.0,0.0,3.0,0.0,0.0,7.8542,
male,26.0,0.0,3.0,0.0,0.0,7.8958,
male,25.0,0.0,3.0,1.0,0.0,17.8,
female,18.0,0.0,3.0,1.0,0.0,17.8,
male,24.0,0.0,3.0,0.0,0.0,7.775,
male,35.0,0.0,3.0,0.0,0.0,7.05,
male,5.0,0.0,3.0,4.0,2.0,31.3875,
male,9.0,0.0,3.0,4.0,2.0,31.3875,
male,3.0,1.0,3.0,4.0,2.0,31.3875,
male,13.0,0.0,3.0,4.0,2.0,31.3875,
female,5.0,1.0,3.0,4.0,2.0,31.3875,
male,40.0,0.0,3.0,1.0,5.0,31.3875,
male,23.0,1.0,3.0,0.0,0.0,7.7958,
female,38.0,1.0,3.0,1.0,5.0,31.3875,
female,45.0,1.0,3.0,0.0,0.0,7.225,
male,21.0,0.0,3.0,0.0,0.0,7.225,
male,23.0,0.0,3.0,0.0,0.0,7.05,
female,17.0,0.0,3.0,0.0,0.0,14.4583,
male,30.0,0.0,3.0,0.0,0.0,7.225,
male,23.0,0.0,3.0,0.0,0.0,7.8542,
female,13.0,1.0,3.0,0.0,0.0,7.2292,
male,20.0,0.0,3.0,0.0,0.0,7.225,
male,32.0,0.0,3.0,1.0,0.0,15.85,
female,33.0,1.0,3.0,3.0,0.0,15.85,
female,0.75,1.0,3.0,2.0,1.0,19.2583,
female,0.75,1.0,3.0,2.0,1.0,19.2583,
female,5.0,1.0,3.0,2.0,1.0,19.2583,
female,24.0,1.0,3.0,0.0,3.0,19.2583,
female,18.0,1.0,3.0,0.0,0.0,8.05,
male,40.0,0.0,3.0,0.0,0.0,7.225,
male,26.0,0.0,3.0,0.0,0.0,7.8958,
male,20.0,1.0,3.0,0.0,0.0,7.2292,
female,18.0,0.0,3.0,0.0,1.0,14.4542,
female,45.0,0.0,3.0,0.0,1.0,14.4542,
female,27.0,0.0,3.0,0.0,0.0,7.8792,
male,22.0,0.0,3.0,0.0,0.0,8.05,
male,19.0,0.0,3.0,0.0,0.0,8.05,
male,26.0,0.0,3.0,0.0,0.0,7.775,
male,22.0,0.0,3.0,0.0,0.0,9.35,
male,20.0,0.0,3.0,0.0,0.0,4.0125,
male,32.0,1.0,3.0,0.0,0.0,56.4958,
male,21.0,0.0,3.0,0.0,0.0,7.775,
male,18.0,0.0,3.0,0.0,0.0,7.75,
male,26.0,0.0,3.0,0.0,0.0,7.8958,
male,6.0,0.0,3.0,1.0,1.0,15.2458,
female,9.0,0.0,3.0,1.0,1.0,15.2458,
male,40.0,0.0,3.0,1.0,1.0,15.5,
female,32.0,0.0,3.0,1.0,1.0,15.5,
male,21.0,0.0,3.0,0.0,0.0,16.1,
female,22.0,1.0,3.0,0.0,0.0,7.725,
female,20.0,0.0,3.0,0.0,0.0,7.8542,
male,29.0,0.0,3.0,1.0,0.0,7.0458,
male,22.0,0.0,3.0,1.0,0.0,7.25,
male,22.0,0.0,3.0,0.0,0.0,7.7958,
male,35.0,0.0,3.0,0.0,0.0,8.05,
female,18.5,0.0,3.0,0.0,0.0,7.2833,
male,21.0,1.0,3.0,0.0,0.0,7.8208,
male,19.0,0.0,3.0,0.0,0.0,6.75,
female,18.0,0.0,3.0,0.0,0.0,7.8792,
female,21.0,0.0,3.0,0.0,0.0,8.6625,
female,30.0,0.0,3.0,0.0,0.0,8.6625,
male,18.0,0.0,3.0,0.0,0.0,8.6625,
male,38.0,0.0,3.0,0.0,0.0,8.6625,
male,17.0,0.0,3.0,0.0,0.0,8.6625,
male,17.0,0.0,3.0,0.0,0.0,8.6625,
female,21.0,0.0,3.0,0.0,0.0,7.75,
male,21.0,0.0,3.0,0.0,0.0,7.75,
male,21.0,0.0,3.0,0.0,0.0,8.05,
male,28.0,0.0,3.0,0.0,0.0,7.7958,
male,24.0,0.0,3.0,0.0,0.0,7.8542,
female,16.0,1.0,3.0,0.0,0.0,7.75,
female,37.0,0.0,3.0,0.0,0.0,7.75,
male,28.0,0.0,3.0,0.0,0.0,7.25,
male,24.0,0.0,3.0,0.0,0.0,8.05,
male,21.0,0.0,3.0,0.0,0.0,7.7333,
male,32.0,1.0,3.0,0.0,0.0,56.4958,
male,29.0,0.0,3.0,0.0,0.0,8.05,
male,26.0,0.0,3.0,1.0,0.0,14.4542,
male,18.0,0.0,3.0,1.0,0.0,14.4542,
male,20.0,0.0,3.0,0.0,0.0,7.05,
male,18.0,1.0,3.0,0.0,0.0,8.05,
male,24.0,0.0,3.0,0.0,0.0,7.25,
male,36.0,0.0,3.0,0.0,0.0,7.4958,
male,24.0,0.0,3.0,0.0,0.0,7.4958,
male,31.0,0.0,3.0,0.0,0.0,7.7333,
male,31.0,0.0,3.0,0.0,0.0,7.75,
female,22.0,1.0,3.0,0.0,0.0,7.75,
female,30.0,0.0,3.0,0.0,0.0,7.6292,
male,70.5,0.0,3.0,0.0,0.0,7.75,
male,43.0,0.0,3.0,0.0,0.0,8.05,
male,35.0,0.0,3.0,0.0,0.0,7.8958,
male,27.0,0.0,3.0,0.0,0.0,7.8958,
male,19.0,0.0,3.0,0.0,0.0,7.8958,
male,30.0,0.0,3.0,0.0,0.0,8.05,
male,9.0,1.0,3.0,1.0,1.0,15.9,
male,3.0,1.0,3.0,1.0,1.0,15.9,
female,36.0,1.0,3.0,0.0,2.0,15.9,
male,59.0,0.0,3.0,0.0,0.0,7.25,
male,19.0,0.0,3.0,0.0,0.0,8.1583,
female,17.0,1.0,3.0,0.0,1.0,16.1,
male,44.0,0.0,3.0,0.0,1.0,16.1,
male,17.0,0.0,3.0,0.0,0.0,8.6625,
male,22.5,0.0,3.0,0.0,0.0,7.225,
male,45.0,1.0,3.0,0.0,0.0,8.05,
female,22.0,0.0,3.0,0.0,0.0,10.5167,
male,19.0,0.0,3.0,0.0,0.0,10.1708,
female,30.0,1.0,3.0,0.0,0.0,6.95,
male,29.0,1.0,3.0,0.0,0.0,7.75,
male,0.3333,0.0,3.0,0.0,2.0,14.4,
male,34.0,0.0,3.0,1.0,1.0,14.4,
female,28.0,0.0,3.0,1.0,1.0,14.4,
male,27.0,0.0,3.0,0.0,0.0,7.8958,
male,25.0,0.0,3.0,0.0,0.0,7.8958,
male,24.0,0.0,3.0,2.0,0.0,24.15,
male,22.0,0.0,3.0,0.0,0.0,8.05,
male,21.0,0.0,3.0,2.0,0.0,24.15,
male,17.0,0.0,3.0,2.0,0.0,8.05,
male,36.5,1.0,3.0,1.0,0.0,17.4,
female,36.0,1.0,3.0,1.0,0.0,17.4,
male,30.0,1.0,3.0,0.0,0.0,9.5,
male,16.0,0.0,3.0,0.0,0.0,9.5,
male,1.0,1.0,3.0,1.0,2.0,20.575,
female,0.1667,1.0,3.0,1.0,2.0,20.575,
male,26.0,0.0,3.0,1.0,2.0,20.575,
female,33.0,1.0,3.0,1.0,2.0,20.575,
male,25.0,0.0,3.0,0.0,0.0,7.8958,
male,22.0,0.0,3.0,0.0,0.0,7.25,
male,36.0,0.0,3.0,0.0,0.0,7.25,
female,19.0,1.0,3.0,0.0,0.0,7.8792,
male,17.0,0.0,3.0,0.0,0.0,7.8958,
male,42.0,0.0,3.0,0.0,0.0,8.6625,
male,43.0,0.0,3.0,0.0,0.0,7.8958,
male,32.0,0.0,3.0,0.0,0.0,7.75,
male,19.0,1.0,3.0,0.0,0.0,8.05,
female,30.0,1.0,3.0,0.0,0.0,12.475,
female,24.0,0.0,3.0,0.0,0.0,7.75,
female,23.0,1.0,3.0,0.0,0.0,8.05,
male,33.0,0.0,3.0,0.0,0.0,7.8958,
male,65.0,0.0,3.0,0.0,0.0,7.75,
male,24.0,1.0,3.0,0.0,0.0,7.55,
male,23.0,0.0,3.0,1.0,0.0,13.9,
female,22.0,1.0,3.0,1.0,0.0,13.9,
male,18.0,0.0,3.0,0.0,0.0,7.775,
male,16.0,0.0,3.0,0.0,0.0,7.775,
male,45.0,0.0,3.0,0.0,0.0,6.975,
male,39.0,0.0,3.0,0.0,2.0,7.2292,
male,17.0,0.0,3.0,1.0,1.0,7.2292,
male,15.0,0.0,3.0,1.0,1.0,7.2292,
male,47.0,0.0,3.0,0.0,0.0,7.25,
female,5.0,1.0,3.0,0.0,0.0,12.475,
male,40.5,0.0,3.0,0.0,0.0,15.1,
male,40.5,0.0,3.0,0.0,0.0,7.75,
male,18.0,0.0,3.0,0.0,0.0,7.7958,
male,26.0,0.0,3.0,0.0,0.0,7.8792,
female,21.0,0.0,3.0,2.0,2.0,34.375,
female,9.0,0.0,3.0,2.0,2.0,34.375,
male,18.0,0.0,3.0,2.0,2.0,34.375,
male,16.0,0.0,3.0,1.0,3.0,34.375,
female,48.0,0.0,3.0,1.0,3.0,34.375,
male,25.0,0.0,3.0,0.0,0.0,7.7417,
male,22.0,0.0,3.0,0.0,0.0,8.05,
female,16.0,1.0,3.0,0.0,0.0,7.7333,
male,9.0,1.0,3.0,0.0,2.0,20.525,
male,33.0,0.0,3.0,1.0,1.0,20.525,
male,41.0,0.0,3.0,0.0,0.0,7.85,
female,31.0,1.0,3.0,1.0,1.0,20.525,
male,38.0,0.0,3.0,0.0,0.0,7.05,
male,9.0,0.0,3.0,5.0,2.0,46.9,
male,1.0,0.0,3.0,5.0,2.0,46.9,
male,11.0,0.0,3.0,5.0,2.0,46.9,
female,10.0,0.0,3.0,5.0,2.0,46.9,
female,16.0,0.0,3.0,5.0,2.0,46.9,
male,14.0,0.0,3.0,5.0,2.0,46.9,
male,40.0,0.0,3.0,1.0,6.0,46.9,
female,43.0,0.0,3.0,1.0,6.0,46.9,
male,51.0,0.0,3.0,0.0,0.0,8.05,
male,32.0,0.0,3.0,0.0,0.0,8.3625,
male,20.0,0.0,3.0,0.0,0.0,9.8458,
male,37.0,0.0,3.0,2.0,0.0,7.925,
male,28.0,0.0,3.0,2.0,0.0,7.925,
male,19.0,0.0,3.0,0.0,0.0,7.775,
female,24.0,0.0,3.0,0.0,0.0,8.85,
female,17.0,0.0,3.0,0.0,0.0,7.7333,
male,28.0,0.0,3.0,1.0,0.0,15.85,
female,24.0,1.0,3.0,1.0,0.0,15.85,
male,20.0,0.0,3.0,0.0,0.0,9.5,
male,23.5,0.0,3.0,0.0,0.0,7.2292,
male,41.0,0.0,3.0,2.0,0.0,14.1083,
male,26.0,0.0,3.0,1.0,0.0,7.8542,
male,21.0,0.0,3.0,0.0,0.0,7.8542,
female,45.0,1.0,3.0,1.0,0.0,14.1083,
male,25.0,0.0,3.0,0.0,0.0,7.25,
male,11.0,0.0,3.0,0.0,0.0,18.7875,
male,27.0,1.0,3.0,0.0,0.0,6.975,
female,18.0,0.0,3.0,0.0,0.0,6.75,
female,26.0,1.0,3.0,0.0,0.0,7.925,
female,23.0,0.0,3.0,0.0,0.0,7.925,
female,22.0,1.0,3.0,0.0,0.0,8.9625,
male,28.0,0.0,3.0,0.0,0.0,7.8958,
female,28.0,0.0,3.0,0.0,0.0,7.775,
female,2.0,1.0,3.0,0.0,1.0,12.2875,
female,22.0,1.0,3.0,1.0,1.0,12.2875,
male,43.0,0.0,3.0,0.0,0.0,6.45,
male,28.0,0.0,3.0,0.0,0.0,22.525,
female,27.0,1.0,3.0,0.0,0.0,7.925,
male,42.0,0.0,3.0,0.0,0.0,7.65,F
male,30.0,0.0,3.0,0.0,0.0,7.2292,
female,27.0,0.0,3.0,1.0,0.0,7.925,
female,25.0,0.0,3.0,1.0,0.0,7.925,
male,29.0,1.0,3.0,0.0,0.0,7.8958,
male,21.0,1.0,3.0,0.0,0.0,7.7958,
male,20.0,0.0,3.0,0.0,0.0,7.8542,
male,48.0,0.0,3.0,0.0,0.0,7.8542,
male,17.0,0.0,3.0,1.0,0.0,7.0542,
male,34.0,0.0,3.0,0.0,0.0,6.4958,
male,26.0,1.0,3.0,0.0,0.0,7.775,
male,22.0,0.0,3.0,0.0,0.0,7.7958,
male,33.0,0.0,3.0,0.0,0.0,8.6542,
male,31.0,0.0,3.0,0.0,0.0,7.775,
male,29.0,0.0,3.0,0.0,0.0,7.8542,
male,4.0,1.0,3.0,1.0,1.0,11.1333,
female,1.0,1.0,3.0,1.0,1.0,11.1333,
male,49.0,0.0,3.0,0.0,0.0,0.0,
male,33.0,0.0,3.0,0.0,0.0,7.775,
male,19.0,0.0,3.0,0.0,0.0,0.0,
female,27.0,1.0,3.0,0.0,2.0,11.1333,
male,23.0,0.0,3.0,0.0,0.0,7.8958,
male,32.0,1.0,3.0,0.0,0.0,7.8542,
male,27.0,0.0,3.0,0.0,0.0,7.8542,
female,20.0,0.0,3.0,1.0,0.0,9.825,
female,21.0,0.0,3.0,1.0,0.0,9.825,
male,32.0,1.0,3.0,0.0,0.0,7.925,
male,17.0,0.0,3.0,0.0,0.0,7.125,
male,21.0,0.0,3.0,0.0,0.0,8.4333,
male,30.0,0.0,3.0,0.0,0.0,7.8958,
male,21.0,1.0,3.0,0.0,0.0,7.7958,
male,33.0,0.0,3.0,0.0,0.0,7.8542,
male,22.0,0.0,3.0,0.0,0.0,7.5208,
female,4.0,1.0,3.0,0.0,1.0,13.4167,
male,39.0,1.0,3.0,0.0,1.0,13.4167,
male,18.5,0.0,3.0,0.0,0.0,7.2292,
male,34.5,0.0,3.0,0.0,0.0,7.8292,
male,44.0,0.0,3.0,0.0,0.0,8.05,
female,22.0,0.0,3.0,2.0,0.0,8.6625,
male,26.0,0.0,3.0,2.0,0.0,8.6625,
female,4.0,1.0,3.0,0.0,2.0,22.025,
male,29.0,1.0,3.0,3.0,1.0,22.025,
female,26.0,1.0,3.0,1.0,1.0,22.025,
female,1.0,0.0,3.0,1.0,1.0,12.1833,
male,18.0,0.0,3.0,1.0,1.0,7.8542,
female,36.0,0.0,3.0,0.0,2.0,12.1833,
male,25.0,1.0,3.0,0.0,0.0,7.2292,F
female,37.0,0.0,3.0,0.0,0.0,9.5875,
female,22.0,1.0,3.0,0.0,0.0,7.25,
male,26.0,1.0,3.0,0.0,0.0,56.4958,
male,29.0,0.0,3.0,0.0,0.0,9.4833,
male,29.0,0.0,3.0,0.0,0.0,7.775,
male,22.0,0.0,3.0,0.0,0.0,7.775,
male,22.0,1.0,3.0,0.0,0.0,7.225,
male,32.0,0.0,3.0,0.0,0.0,7.925,
male,34.5,0.0,3.0,0.0,0.0,6.4375,
male,36.0,0.0,3.0,0.0,0.0,0.0,
male,39.0,0.0,3.0,0.0,0.0,24.15,
male,24.0,0.0,3.0,0.0,0.0,9.5,
female,25.0,0.0,3.0,0.0,0.0,7.775,
female,45.0,0.0,3.0,0.0,0.0,7.75,
male,36.0,0.0,3.0,1.0,0.0,15.55,
female,30.0,0.0,3.0,1.0,0.0,15.55,
male,20.0,1.0,3.0,1.0,0.0,7.925,
male,28.0,0.0,3.0,0.0,0.0,56.4958,
male,30.0,0.0,3.0,1.0,0.0,16.1,
female,26.0,0.0,3.0,1.0,0.0,16.1,
male,20.5,0.0,3.0,0.0,0.0,7.25,
male,27.0,1.0,3.0,0.0,0.0,8.6625,
male,51.0,0.0,3.0,0.0,0.0,7.0542,
female,23.0,1.0,3.0,0.0,0.0,7.8542,
male,32.0,1.0,3.0,0.0,0.0,7.5792,
male,24.0,1.0,3.0,0.0,0.0,7.1417,
male,22.0,0.0,3.0,0.0,0.0,7.125,
male,29.0,0.0,3.0,0.0,0.0,7.925,
female,30.5,0.0,3.0,0.0,0.0,7.75,
male,35.0,0.0,3.0,0.0,0.0,7.8958,
male,33.0,0.0,3.0,0.0,0.0,7.8958,
female,15.0,1.0,3.0,0.0,0.0,8.0292,
female,35.0,0.0,3.0,0.0,0.0,7.75,
male,24.0,0.0,3.0,1.0,0.0,16.1,
female,19.0,0.0,3.0,1.0,0.0,16.1,
male,55.5,0.0,3.0,0.0,0.0,8.05,
male,21.0,1.0,3.0,0.0,0.0,7.775,
male,24.0,0.0,3.0,0.0,0.0,7.8958,
male,21.0,0.0,3.0,0.0,0.0,7.8958,
male,28.0,0.0,3.0,0.0,0.0,7.8958,
male,25.0,0.0,3.0,0.0,0.0,7.65,F
male,6.0,1.0,3.0,0.0,1.0,12.475,E
female,27.0,1.0,3.0,0.0,1.0,12.475,E
male,34.0,0.0,3.0,0.0,0.0,8.05,
female,24.0,1.0,3.0,0.0,0.0,7.75,
male,18.0,0.0,3.0,0.0,0.0,7.75,
male,22.0,0.0,3.0,0.0,0.0,7.8958,
female,15.0,1.0,3.0,0.0,0.0,7.225,
female,1.0,1.0,3.0,0.0,2.0,15.7417,
male,20.0,1.0,3.0,1.0,1.0,15.7417,
female,19.0,1.0,3.0,1.0,1.0,15.7417,
male,33.0,0.0,3.0,0.0,0.0,8.05,
male,12.0,1.0,3.0,1.0,0.0,11.2417,
female,14.0,1.0,3.0,1.0,0.0,11.2417,
female,29.0,0.0,3.0,0.0,0.0,7.925,
male,28.0,0.0,3.0,0.0,0.0,8.05,
female,18.0,1.0,3.0,0.0,0.0,7.775,
female,26.0,1.0,3.0,0.0,0.0,7.8542,
male,21.0,0.0,3.0,0.0,0.0,7.8542,
male,41.0,0.0,3.0,0.0,0.0,7.125,
male,39.0,1.0,3.0,0.0,0.0,7.925,
male,21.0,0.0,3.0,0.0,0.0,7.8,
male,28.5,0.0,3.0,0.0,0.0,7.2292,
female,22.0,1.0,3.0,0.0,0.0,7.75,
male,61.0,0.0,3.0,0.0,0.0,6.2375,
male,23.0,0.0,3.0,0.0,0.0,9.225,
female,22.0,1.0,3.0,0.0,0.0,7.775,
male,9.0,1.0,3.0,0.0,1.0,3.1708,
male,28.0,0.0,3.0,0.0,0.0,22.525,
male,42.0,0.0,3.0,0.0,1.0,8.4042,
female,31.0,0.0,3.0,0.0,0.0,7.8542,
male,28.0,0.0,3.0,0.0,0.0,7.8542,
male,32.0,1.0,3.0,0.0,0.0,7.775,
male,20.0,0.0,3.0,0.0,0.0,9.225,
female,23.0,0.0,3.0,0.0,0.0,8.6625,
female,20.0,0.0,3.0,0.0,0.0,8.6625,
male,20.0,0.0,3.0,0.0,0.0,8.6625,
male,16.0,0.0,3.0,0.0,0.0,9.2167,
female,31.0,1.0,3.0,0.0,0.0,8.6833,
male,2.0,0.0,3.0,3.0,1.0,21.075,
male,6.0,0.0,3.0,3.0,1.0,21.075,
female,3.0,0.0,3.0,3.0,1.0,21.075,
female,8.0,0.0,3.0,3.0,1.0,21.075,
female,29.0,0.0,3.0,0.0,4.0,21.075,
male,1.0,0.0,3.0,4.0,1.0,39.6875,
male,7.0,0.0,3.0,4.0,1.0,39.6875,
male,2.0,0.0,3.0,4.0,1.0,39.6875,
male,16.0,0.0,3.0,4.0,1.0,39.6875,
male,14.0,0.0,3.0,4.0,1.0,39.6875,
female,41.0,0.0,3.0,0.0,5.0,39.6875,
male,21.0,0.0,3.0,0.0,0.0,8.6625,
male,19.0,0.0,3.0,0.0,0.0,14.5,
male,32.0,0.0,3.0,0.0,0.0,7.8958,
male,0.75,0.0,3.0,1.0,1.0,13.775,
female,3.0,0.0,3.0,1.0,1.0,13.775,
female,26.0,0.0,3.0,0.0,2.0,13.775,
male,21.0,0.0,3.0,0.0,0.0,7.925,
male,25.0,0.0,3.0,0.0,0.0,7.925,
male,22.0,0.0,3.0,0.0,0.0,7.25,
male,25.0,1.0,3.0,1.0,0.0,7.775,
male,24.0,0.0,3.0,0.0,0.0,8.05,
female,28.0,0.0,3.0,0.0,0.0,7.8958,
male,19.0,0.0,3.0,0.0,0.0,7.8958,
male,25.0,0.0,3.0,1.0,0.0,7.775,
female,18.0,0.0,3.0,0.0,0.0,7.775,
male,32.0,1.0,3.0,0.0,0.0,8.05,E
male,17.0,0.0,3.0,0.0,0.0,8.6625,
male,24.0,0.0,3.0,0.0,0.0,8.6625,
male,38.0,0.0,3.0,0.0,0.0,7.8958,
male,21.0,0.0,3.0,0.0,0.0,8.05,
male,10.0,0.0,3.0,4.0,1.0,29.125,
male,4.0,0.0,3.0,4.0,1.0,29.125,
male,7.0,0.0,3.0,4.0,1.0,29.125,
male,2.0,0.0,3.0,4.0,1.0,29.125,
male,8.0,0.0,3.0,4.0,1.0,29.125,
female,39.0,0.0,3.0,0.0,5.0,29.125,
female,22.0,0.0,3.0,0.0,0.0,39.6875,
male,35.0,0.0,3.0,0.0,0.0,7.125,
male,50.0,0.0,3.0,1.0,0.0,14.5,
female,47.0,0.0,3.0,1.0,0.0,14.5,
female,2.0,0.0,3.0,1.0,1.0,20.2125,
male,18.0,0.0,3.0,1.0,1.0,20.2125,
female,41.0,0.0,3.0,0.0,2.0,20.2125,
male,50.0,0.0,3.0,0.0,0.0,8.05,
male,16.0,0.0,3.0,0.0,0.0,8.05,
male,25.0,0.0,3.0,0.0,0.0,7.225,
male,38.5,0.0,3.0,0.0,0.0,7.25,
male,14.5,0.0,3.0,8.0,2.0,69.55,
male,24.0,0.0,3.0,0.0,0.0,9.325,
female,21.0,1.0,3.0,0.0,0.0,7.65,
male,39.0,0.0,3.0,0.0,0.0,7.925,
female,1.0,1.0,3.0,1.0,1.0,16.7,G
female,24.0,1.0,3.0,0.0,2.0,16.7,G
female,4.0,1.0,3.0,1.0,1.0,16.7,G
male,25.0,1.0,3.0,0.0,0.0,9.5,
male,20.0,0.0,3.0,0.0,0.0,8.05,
male,24.5,0.0,3.0,0.0,0.0,8.05,
male,29.0,1.0,3.0,0.0,0.0,9.5,
male,22.0,0.0,3.0,0.0,0.0,7.2292,
male,40.0,0.0,3.0,0.0,0.0,7.8958,
male,21.0,0.0,3.0,0.0,0.0,7.925,
female,18.0,1.0,3.0,0.0,0.0,7.4958,
male,4.0,0.0,3.0,3.0,2.0,27.9,
male,10.0,0.0,3.0,3.0,2.0,27.9,
female,9.0,0.0,3.0,3.0,2.0,27.9,
female,2.0,0.0,3.0,3.0,2.0,27.9,
male,40.0,0.0,3.0,1.0,4.0,27.9,
female,45.0,0.0,3.0,1.0,4.0,27.9,
male,19.0,0.0,3.0,0.0,0.0,7.65,F
male,30.0,0.0,3.0,0.0,0.0,8.05,
male,32.0,0.0,3.0,0.0,0.0,8.05,
male,33.0,0.0,3.0,0.0,0.0,8.6625,
female,23.0,1.0,3.0,0.0,0.0,7.55,
male,21.0,0.0,3.0,0.0,0.0,8.05,
male,19.0,0.0,3.0,0.0,0.0,7.8958,
female,22.0,0.0,3.0,0.0,0.0,9.8375,
male,31.0,1.0,3.0,0.0,0.0,7.925,
male,27.0,0.0,3.0,0.0,0.0,8.6625,
female,2.0,0.0,3.0,0.0,1.0,10.4625,G
female,29.0,0.0,3.0,1.0,1.0,10.4625,G
male,16.0,1.0,3.0,0.0,0.0,8.05,
male,44.0,1.0,3.0,0.0,0.0,7.925,
male,25.0,0.0,3.0,0.0,0.0,7.05,
male,74.0,0.0,3.0,0.0,0.0,7.775,
male,14.0,1.0,3.0,0.0,0.0,9.225,
male,24.0,0.0,3.0,0.0,0.0,7.7958,
male,25.0,1.0,3.0,0.0,0.0,7.7958,
male,34.0,0.0,3.0,0.0,0.0,8.05,
male,0.4167,1.0,3.0,0.0,1.0,8.5167,
female,16.0,1.0,3.0,1.0,1.0,8.5167,
male,32.0,0.0,3.0,0.0,0.0,7.925,
male,30.5,0.0,3.0,0.0,0.0,8.05,
male,44.0,0.0,3.0,0.0,0.0,8.05,
male,25.0,1.0,3.0,0.0,0.0,0.0,
male,7.0,1.0,3.0,1.0,1.0,15.2458,
female,9.0,1.0,3.0,1.0,1.0,15.2458,
female,29.0,1.0,3.0,0.0,2.0,15.2458,
male,36.0,0.0,3.0,0.0,0.0,7.8958,
female,18.0,1.0,3.0,0.0,0.0,9.8417,
female,63.0,1.0,3.0,0.0,0.0,9.5875,
male,11.5,0.0,3.0,1.0,1.0,14.5,
male,40.5,0.0,3.0,0.0,2.0,14.5,
